# Wordlist

# DATA
ID	DOCULECT	CONCEPT_NAME	CONCEPT	CONCEPTICON_ID	TOKENS	FORM	COGID	ALIGNMENT
331	Mat	Skin	SKIN	763	b i ts i	bitsi	39	b i ts i
332	MatMay	Skin	SKIN	763	b i ts i	bitsi	39	b i ts i
329	Maw	Skin	SKIN	763	ɸ i tʃ i	ɸitʃi	39	ɸ i tʃ i
95	ProPa	Skin	SKIN	763	β i ts i	βitsi	39	β i ts i
94	ProPaTa	Skin	SKIN	763	b i ts i	bitsi	39	b i ts i
514	ProTa	Skin	SKIN	763	b i t i	biti	39	b i t i
516	ReyMar	Skin	SKIN	763	m.b i t i	e-mbiti	39	m.b i t i
327	Shan	Skin	SKIN	763	f i tʃ i	fitʃi	39	f i tʃ i
103	Shar	Skin	SKIN	763	ɸ i tʃ i	ɸitʃi	39	ɸ i tʃ i
97	SK	Skin	SKIN	763	β i tʃ i	βitʃi	39	β i tʃ i
515	Tac	Skin	SKIN	763	b i t i	e-biti	39	b i t i
330	Yaw	Skin	SKIN	763	β ɨ tʃ i	βɨtʃi	39	β ɨ tʃ i
#
371	Ama	You	THOU	1215	m i	miya	47	m i
544	Ara	You	THOU	1215	m i	mikia	47	m i
541	Aro	You	THOU	1215	m i	mitya	47	m i
542	Cav	You	THOU	1215	m i	mi-kwana	47	m i
157	Chak	You	THOU	1215	m i	mia	47	m i
543	Ese	You	THOU	1215	m i	mi-a	47	m i
372	HanKax	You	THOU	1215	m i	mia	47	m i
156	Kap	You	THOU	1215	m i	mia	47	m i
374	Kor	You	THOU	1215	m i	mi	47	m i
154	Ksh	You	THOU	1215	m i	miː	47	m i
375	Mat	You	THOU	1215	m i	mi_	47	m i
376	MatMay	You	THOU	1215	m i	mi_	47	m i
373	Maw	You	THOU	1215	m i	mia	47	m i
153	ProPa	You	THOU	1215	m i	mi	47	m i
152	ProPaTa	You	THOU	1215	m i	mi	47	m i
538	ProTa	You	THOU	1215	m i	mi	47	m i
540	ReyMar	You	THOU	1215	m i	mibe	47	m i
155	SK	You	THOU	1215	m i	mia	47	m i
539	Tac	You	THOU	1215	m i	mi-ke	47	m i
#
307	Ama	Tongue	TONGUE	1205	h a n a	hana	43	h a n a
497	Ara	Tongue	TONGUE	1205	a n a	eána	43	- a n a
493	Cav	Tongue	TONGUE	1205	a n a	y-ana	43	- a n a
69	Chak	Tongue	TONGUE	1205	h a n a	hana	43	h a n a
72	Chan	Tongue	TONGUE	1205	a d a	ada	43	- a d a
494	Ese	Tongue	TONGUE	1205	a n a	eyana	43	- a n a
308	HanKax	Tongue	TONGUE	1205	h a n a	hana	43	h a n a
67	Kap	Tongue	TONGUE	1205	h a n a	hana	43	h a n a
305	Kat	Tongue	TONGUE	1205	a n a	ana	43	- a n a
70	Kax	Tongue	TONGUE	1205	h a n a	hana	43	h a n a
311	Kor	Tongue	TONGUE	1205	a n a	ana	43	- a n a
65	Ksh	Tongue	TONGUE	1205	a n a	ana	43	- a n a
68	Mar	Tongue	TONGUE	1205	a n a	ana	43	- a n a
312	Mat	Tongue	TONGUE	1205	a n a	ana	43	- a n a
309	Maw	Tongue	TONGUE	1205	a n a	ana	43	- a n a
306	Poy	Tongue	TONGUE	1205	a ∼.d a	ãda	43	- a ∼.d a
64	ProPa	Tongue	TONGUE	1205	h a n a	hana	43	h a n a
63	ProPaTa	Tongue	TONGUE	1205	h a n a	hana	43	h a n a
489	ProTa	Tongue	TONGUE	1205	a n a	ana	43	- a n a
491	ReyMar	Tongue	TONGUE	1205	a n a	y-ana	43	- a n a
492	Sap	Tongue	TONGUE	1205	a n a	eana	43	- a n a
304	Shan	Tongue	TONGUE	1205	a n a	ana	43	- a n a
73	Shar	Tongue	TONGUE	1205	a n a	ana	43	- a n a
66	SK	Tongue	TONGUE	1205	h a n a	hana	43	h a n a
490	Tac	Tongue	TONGUE	1205	a n a	y-ana	43	- a n a
496	Tia	Tongue	TONGUE	1205	a n a	yana	43	- a n a
495	War	Tongue	TONGUE	1205	a n a	y-ana	43	- a n a
71	Yam	Tongue	TONGUE	1205	a n a	ana	43	- a n a
310	Yaw	Tongue	TONGUE	1205	a n a	anna	43	- a n a
#
261	Ama	Tooth	TOOTH	1380	x ɨ	xɨta	44	x ɨ
461	Ara	Tooth	TOOTH	1380	s e	ese	44	s e
456	Cav	Tooth	TOOTH	1380	tʂ e	e-ce	44	tʂ e
17	Chak	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
460	Cham	Tooth	TOOTH	1380	s e	e-sé	44	s e
457	Ese	Tooth	TOOTH	1380	s e	e-se	44	s e
262	HanKax	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
15	Kap	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
260	Kat	Tooth	TOOTH	1380	ʂ i	ʂita	44	ʂ i
18	Kax	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
265	Kor	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
13	Ksh	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
455	Mab	Tooth	TOOTH	1380	ts i	itsi	44	ts i
16	Mar	Tooth	TOOTH	1380	ʃ ɨ	ʃɨta	44	ʃ ɨ
266	Mat	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
267	MatMay	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
263	Maw	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
12	ProPa	Tooth	TOOTH	1380	ʂ ɨ	ʂɨ-	44	ʂ ɨ
11	ProPaTa	Tooth	TOOTH	1380	ʂ ɨ	ʂɨ-	44	ʂ ɨ
452	ProTa	Tooth	TOOTH	1380	tʂ e	e-ce	44	tʂ e
453	ReyMar	Tooth	TOOTH	1380	tʂ e	e-ce	44	tʂ e
454	Sap	Tooth	TOOTH	1380	tʃ e	echee	44	tʃ e
259	Shan	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
19	Shar	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
14	SK	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
459	Tia	Tooth	TOOTH	1380	s e	ese	44	s e
458	War	Tooth	TOOTH	1380	s e	e-sé	44	s e
264	Yaw	Tooth	TOOTH	1380	ʂ ɨ	ʂɨta	44	ʂ ɨ
#
254	Ama	Tree	TREE	906	h i	hiː	45	h i - -
451	Ara	Tree	TREE	906	a kʷ i	akui	45	- a kʷ i
446	Aro	Tree	TREE	906	a kʷ i	acui	45	- a kʷ i
448	Cav	Tree	TREE	906	a kʷ i	akwi	45	- a kʷ i
7	Chak	Tree	TREE	906	h i w i	hiwi	45	h i w i
449	Ese	Tree	TREE	906	a kʷ i	akwi	45	- a kʷ i
255	HanKax	Tree	TREE	906	h i	hi	45	h i - -
5	Kap	Tree	TREE	906	h i w i	hiwi	45	h i w i
252	Kat	Tree	TREE	906	h i w i	hiwi	45	h i w i
8	Kax	Tree	TREE	906	h i w i	hiwi	45	h i w i
257	Kor	Tree	TREE	906	i w i	iwi	45	- i w i
3	Ksh	Tree	TREE	906	i	i	45	- i - -
447	Mab	Tree	TREE	906	a kʷ i	akwi	45	- a kʷ i
6	Mar	Tree	TREE	906	i w i	iwi	45	- i w i
258	MatMay	Tree	TREE	906	i w i	iwi	45	- i w i
256	Maw	Tree	TREE	906	i w i	iwi	45	- i w i
253	Poy	Tree	TREE	906	i w i	iwi	45	- i w i
2	ProPa	Tree	TREE	906	h i w i	hiwi	45	h i w i
1	ProPaTa	Tree	TREE	906	h e gʷ i	hegʷi	45	h e gʷ i
443	ProTa	Tree	TREE	906	a kʷ i	akʷi	45	- a kʷ i
445	ReyMar	Tree	TREE	906	e k e	ekená	45	- e k e
251	Shan	Tree	TREE	906	i w i	iwi	45	- i w i
10	Shar	Tree	TREE	906	i ɸ i	iɸi	45	- i ɸ i
4	SK	Tree	TREE	906	h i w i	hiwi	45	h i w i
444	Tac	Tree	TREE	906	a k i	aki	45	- a k i
450	War	Tree	TREE	906	a kʷ i	akwi	45	- a kʷ i
9	Yam	Tree	TREE	906	i ɸ i	iɸi	45	- i ɸ i
#
271	Ama	Two	TWO	1498	β ɨ	raβɨ	46	β ɨ - -
466	Aro	Two	TWO	1498	b e t a	beta	46	b e t a
467	Cav	Two	TWO	1498	b e t a	beta	46	b e t a
26	Chak	Two	TWO	1498	β ɨ	raβɨ	46	β ɨ - -
471	Cham	Two	TWO	1498	b e k a	béka	46	b e k a
29	Chan	Two	TWO	1498	ɸ ɨ	raɸɨ	46	ɸ ɨ - -
468	Ese	Two	TWO	1498	b e k a	beka	46	b e k a
24	Kap	Two	TWO	1498	β ɨ	raβɨ	46	β ɨ - -
269	Kat	Two	TWO	1498	β i	raβi	46	β i - -
27	Kax	Two	TWO	1498	b ɨ t a	tʃabɨta	46	b ɨ t a
274	Kor	Two	TWO	1498	β ɨ t	ɬaβɨtpa	46	β ɨ t -
22	Ksh	Two	TWO	1498	β ɨ	raβɨ	46	β ɨ - -
25	Mar	Two	TWO	1498	β ɨ	ravɨvakĩ	46	β ɨ - -
275	Mat	Two	TWO	1498	b ɨ d	dabɨdpa	46	b ɨ d -
276	MatMay	Two	TWO	1498	ɨ d	daɨd	46	- ɨ d -
272	Maw	Two	TWO	1498	ɸ ɨ	raɸɨ	46	ɸ ɨ - -
270	Poy	Two	TWO	1498	β u	raβu	46	β u - -
21	ProPa	Two	TWO	1498	β ɨ t a	ra-βɨta	46	β ɨ t a
20	ProPaTa	Two	TWO	1498	b ɨ t a	bɨta	46	b ɨ t a
462	ProTa	Two	TWO	1498	b e t a	beta	46	b e t a
464	ReyMar	Two	TWO	1498	m.b e t a	mbeta	46	m.b e t a
465	Sap	Two	TWO	1498	b e t a	beta	46	b e t a
268	Shan	Two	TWO	1498	f u	rafu	46	f u - -
30	Shar	Two	TWO	1498	ɸ ɨ	raɸɨ	46	ɸ ɨ - -
23	SK	Two	TWO	1498	β ɨ	raβɨ	46	β ɨ - -
463	Tac	Two	TWO	1498	b e t a	beta	46	b e t a
470	Tia	Two	TWO	1498	b i k a	bikapiai	46	b i k a
469	War	Two	TWO	1498	b e a	beabué	46	b e - a
28	Yam	Two	TWO	1498	ɸ ɨ	raɸɨ	46	ɸ ɨ - -
273	Yaw	Two	TWO	1498	β ɨ	raβɨ	46	β ɨ - -
